volatility,index,crash_label,price_change,volume_change,date,Quarter,Regional Feature
-0.36147443254126443,^GDAXI,0,-0.4073287075756939,-0.12714669393143857,31/3/2004,Q1 2004,5
-0.4543394895486598,^GDAXI,0,0.2736375945177864,-0.1271466942135482,30/6/2004,Q2 2004,5
-0.5334909084780302,^GDAXI,0,-0.5125843928265783,-0.1271466940995479,30/9/2004,Q3 2004,5
-0.5947550434147107,^GDAXI,0,0.6435057586662913,-0.1271466940499082,31/12/2004,Q4 2004,5
-0.5679732911253808,^GDAXI,0,0.02060894216102239,-0.12714669399861053,31/3/2005,Q1 2005,5
-0.5376272813076513,^GDAXI,0,0.30662213596749976,-0.12714669405918103,30/6/2005,Q2 2005,5
-0.49518760784467203,^GDAXI,0,0.7004285051953215,-0.12714669404259013,30/9/2005,Q3 2005,5
-0.4661336883474129,^GDAXI,0,0.4597058470490008,-0.12714669414630306,31/12/2005,Q4 2005,5
-0.3860123171480363,^GDAXI,0,0.7357359298923597,-0.1271466939282775,31/3/2006,Q1 2006,5
-0.35070351847369646,^GDAXI,0,-0.5874638395051005,-0.12714669398751086,30/6/2006,Q2 2006,5
-0.4268019017400184,^GDAXI,0,0.3229038586525439,-0.12714669419486826,30/9/2006,Q3 2006,5
-0.4754763846149583,^GDAXI,0,0.6905468576052132,-0.12714669409076879,31/12/2006,Q4 2006,5
-0.4066475077415482,^GDAXI,0,0.2535670523221236,-0.12714669379774204,31/3/2007,Q1 2007,5
-0.27163112626070407,^GDAXI,0,1.2038324673626999,-0.1271466941086495,30/6/2007,Q2 2007,5
-0.21514827755544128,^GDAXI,0,-0.3276871281338793,-0.12714669402287831,30/9/2007,Q3 2007,5
-0.3068020714323068,^GDAXI,0,0.058943745083425335,-0.12714669415961563,31/12/2007,Q4 2007,5
-0.37545925136580055,^GDAXI,1,-1.823513844378592,-0.1271466937780951,31/3/2008,Q1 2008,5
-0.33239506693325355,^GDAXI,0,-0.32455658807574506,-0.1271466942944072,30/6/2008,Q2 2008,5
-0.28083215958915514,^GDAXI,0,-0.9660821634821664,-0.1271466938642998,30/9/2008,Q3 2008,5
-0.12016036156525725,^GDAXI,1,-1.6939239254928042,-0.12714669396635903,31/12/2008,Q4 2008,5
